PrimaryKey,DateUpdated,ProcuringAgencyOrganisation,ProjectName,ProjectShortDescription,ParentProjectID,ProjectStatus,FundingStatus,ProcurementType,ProcurementMethod,ProjectRegion,ProjectCityTown,ProjectSuburb,ProjectSector,EstimatedProjectValueRange,EstimatedQuarterBusinessCaseStart,EstimatedQuarterBusinessCaseCompletion,EstimatedQuarterProcurementStart,EstimatedQuarterProcurementCompletion,EstimatedQuarterConstructionStart,EstimatedQuarterConstructionCompletion,EstimatedQuarterProjectRangeStart,EstimatedQuarterProjectRangeCompletion,ProjectInfoURL,EstimatedProjectValueNote,Contact,Latitude,Longitude
IP008435,2023-12-05,Auckland Council,Ngā Hau Māngere / Mangere Centre Park - renew toilet and changing room facilities.,Renew toilet and changing room facilities as identified in the asset assessment report.FY23/24 - investigation and designFY24/25 - physical worksRisk Adjusted Programme (RAP) project.,,In planning,Funding source confirmed,Limited,Construct only,Auckland,,,Community facilities,< 1 million,2023-Q2,2023-Q2,2024-Q1,2024-Q2,2024-Q3,2024-Q4,2023-Q2,2024-Q4,,,procurement@aucklandcouncil.govt.nz,,
IP008436,2023-12-05,Auckland Council,Ngataringa Park - investigate the skatepark use and relocation.,Investigate the future use and location of the skate park at Ngataringa Park.FY22/23 to FY23/24 - investigation and design.FY24/25 to FY25/26 - deliver physical works.Risk Adjusted Programme (RAP) project.,,Early planning,Funding source confirmed,Limited,Construct only,Auckland,,,Community facilities,< 1 million,2022-Q4,2023-Q4,2024-Q4,2024-Q4,2025-Q1,2025-Q4,2023-Q4,2025-Q4,,,procurement@aucklandcouncil.govt.nz,,
IP008437,2023-12-05,Auckland Council,Ngāti Ōtara Park - renew toilet block  depot and boxing gym.,Comprehensive renewal of the toilet block  renewal of the interior and exterior depot and boxing gym at Ngāti Ōtara Park (not connected to the multi sport facility) and investigate options for future of the carpark.FY23/24 - investigation and designFY24/25 to FY25/26 - physical worksRisk Adjusted Programme (RAP) project.,,Early planning,Funding source to be confirmed,Limited,Construct only,Auckland,,,Community facilities,< 1 million,2024-Q3,2024-Q3,,2025-Q1,,,2024-Q3,2025-Q2,,,procurement@aucklandcouncil.govt.nz,,
IP008438,2023-12-05,Auckland Council,Ngāti Ōtara Park - upgrade netball facilities.,Resurface all 4 netball courts [rubberise court surfacing]  install drainage improvements  fencing  lighting and extending edge of the court. Upgrade facilities and infrastructure to meet user demand and to increase capacity in the network.FY23/24 - investigation and design FY24/25 toFY25/26 - physical worksRisk Adjusted Programme (RAP) project.,,In planning,Funding source confirmed,Limited,Construct only,Auckland,,,Community facilities,< 1 million,2023-Q2,2023-Q2,2024-Q3,2024-Q4,2024-Q4,2025-Q1,2023-Q2,2025-Q1,,,procurement@aucklandcouncil.govt.nz,,
IP008440,2023-12-05,Auckland Council,North Shore Memorial Park - develop berms and walls - Southern Area.,Develop berms and walls in the southern area of Northshore Memorial Park.FY22/23 to FY23/24 - investigation and designFY22/23 to FY24/25 - physical works Risk Adjusted Programme (RAP) project.,,In planning,Funding source confirmed,Selective,Construct only,Auckland,,,Community facilities,1 - 5 million,2024-Q2,2024-Q2,2024-Q2,2024-Q2,2024-Q2,2024-Q2,2024-Q2,2024-Q2,,,procurement@aucklandcouncil.govt.nz,,
IP008444,2023-12-05,Auckland Council,Onehunga Library - facility renewal.,Renewing the roof of the library and the supporting structures of the facility to stop water ingress. FY23/24 - investigation and designFY24/25 to FY25/26 - physical worksRisk Adjusted Programme (RAP) project.,,In planning,Funding source confirmed,Limited,Construct only,Auckland,,,Community facilities,< 1 million,2022-Q3,2023-Q1,2024-Q2,2024-Q3,2024-Q4,2025-Q4,2023-Q1,2025-Q4,,,procurement@aucklandcouncil.govt.nz,,
IP008445,2023-12-05,Auckland Council,Open space buildings - renew - 2024/2025 - Ōrākei.,Renewal of open space buildings including for refurbishment of facilties across the Ōrākei local board area. 2024/2025 scope of works includes for the renewal of Glendowie Community Centre (Crossfield Reserve)  Colin Maiden cricket club (dependent upon level of services required for the future use of the Park) ground floor building and Waiatarua Wetland Reserve barn and depot.FY24/25 - concept design  detailed design  obtain any necessary consentsFY24/25 to FY25/26 - physical worksRisk Adjusted Programme (RAP) project - investigation and design.,,Early planning,Funding source to be confirmed,Limited,Construct only,Auckland,,,Community facilities,< 1 million,2024-Q1,2024-Q4,,2025-Q3,2025-Q3,2025-Q2,2024-Q4,2025-Q2,,,procurement@aucklandcouncil.govt.nz,,
IP008446,2023-12-05,Auckland Council,Open space buildings - renew - 2024/2025 - Waitematā.,Renewal of open space buildings including for public amenities in the Waitematā local board area. Sites for investigation include for Thomas Bloodworth Park (brick storage building)  Jacobs Ladder access  Kinder House  Western Springs Outer Fields toilet  Western Springs Lakeside toilets  Lumsden Green toilet  Dove Myer Robinson Park buildings and Western Park - Freemans Bay toilets. Upon completion of scoping  prioritised works will be staged for delivery in 2024/2025 as renewals budget allows. Priority works may be delivered sooner in 2023/2024. Further locations to be identified during the scoping phase. FY23/24 - investigation and designFY24/25 - physical worksRisk Adjusted Programme (RAP) project.,,Early planning,Funding source confirmed,Limited,Construct only,Auckland,,,Community facilities,< 1 million,2022-Q4,2023-Q2,,2023-Q3,2023-Q4,2024-Q2,2023-Q2,2024-Q2,,,procurement@aucklandcouncil.govt.nz,,
IP008448,2023-12-05,Auckland Council,Open space furniture  fixtures and utilities - renew - 2024/2025 - Waitematā.,Renewal of park furniture  fixtures  BBQs and equipment in open spaces across the Waitematā local board area.Sites identified for renewal are under investigation.FY24/25- investigation and designFY24/25 to FY25/26 - physical worksRisk adjusted programme (RAP) - investigation and design.,,Early planning,Funding source confirmed,Limited,Construct only,Auckland,,,Community facilities,< 1 million,2022-Q4,2023-Q4,,2023-Q4,2024-Q2,2024-Q2,2023-Q4,2024-Q2,,,procurement@aucklandcouncil.govt.nz,,
IP008449,2023-12-05,Auckland Council,Open space furniture  fixtures  fencing and structures - renew - 2022/2023 - Ōrākei.,Renewal of park furniture  fixtures  BBQs  fences and structures across open spaces in the Ōrākei local board area. 2023/2024 includes for the renewal of furniture  fixtures  fencing and structures at such sites as Bonnie Brae Reserve  Churchill Park  Cliff Road Reserve  Colin Maiden Park  Crossfield Reserve  Ellerslie Domain  Glendowie Park  Glover Park  Hobson Bay Walkway 1  Karaka Bay  Kohimarama Reserve  Madhills Farm Recreation Reserve  Maskell Reserve  Merton Reserve  Michaels Avenue Reserve  Okahu Bay Reserve  Orakei Basin  Paritai Reserve  Portland Reserve  Roberta Reserve  Springcombe Reserve  Swainston Reserve  Tahuna Torea Nature Reserve  Vellenoweth Green  Waiata Reserve  Waiatarua Reserve  Wharua Reserve. FY21/22 to FY22/23 - investigation and design.FY22/23 - complete investigation  procure materials FY23/24 - physical works.,,In planning,Funding source confirmed,Limited,Construct only,Auckland,,,Community facilities,< 1 million,2021-Q2,2021-Q3,2023-Q1,2023-Q2,2023-Q3,2024-Q2,2021-Q3,2024-Q2,,,procurement@aucklandcouncil.govt.nz,,
IP008453,2023-12-05,Auckland Council,Open space paths  walkways and car parks - renew - 2024/2025 - Ōrākei.,Renewal of paths  walkways and car parks in open spaces across the Ōrākei local board area. Sites to be defined during the investigation stage planned for 2023/2024.Physical works are planned for Glen Atkinson Reserve A  Martyn Wilson Fields & Sonia Reserve  Ngapuhi Reserve  Rukutai Walkway  Thomas Bloodworth Park  Wairua Reserve and Wharua Reserve.FY23/24 - investigation and design (obtain any required consents)FY24/25 to FY25/26 - physical worksRisk Adjusted Programme (RAP) project - investigation and design.,,Early planning,Funding source to be confirmed,Limited,Construct only,Auckland,,,Community facilities,< 1 million,2023-Q2,2023-Q3,,2023-Q4,2023-Q4,2024-Q2,2023-Q3,2024-Q2,,,procurement@aucklandcouncil.govt.nz,,
IP008455,2023-12-05,Auckland Council,Waiheke - renew and improve play spaces.,Renew playgrounds and play equipment at various sites across Waiheke based on the play gap analysis undertaken by parks and places specialist. ​FY24/25 - investigation and design ​FY25/26 - physical works​Risk Adjusted Programme (RAP) project.,,Early planning,Funding source to be confirmed,Limited,Construct only,Auckland,,,Community facilities,< 1 million,2023-Q3,2023-Q3,2024-Q2,,2024-Q3,2024-Q4,2023-Q3,2024-Q4,,,procurement@aucklandcouncil.govt.nz,,
IP008457,2023-12-05,Auckland Council,Open space roading and car parks in parks - renew - FY22/23 to FY25/26 Albert Eden.,Renewal of car parks and road access ways incorporating pedestrian accessibility improvements within council land and reserves. Ferndale Reserve  Mount Albert Library.Reference documentsAlbert-Eden Open Space Network PlanFY22/23 - scopingFY23/24 to FY25/26 - physical works.Risk Adjusted Programme (RAP) project.,,In planning,Funding source confirmed,Limited,Construct only,Auckland,,,Community facilities,< 1 million,2022-Q3,2023-Q3,2023-Q4,2023-Q4,2023-Q4,2024-Q1,2023-Q3,2024-Q1,,,procurement@aucklandcouncil.govt.nz,,
IP008459,2023-12-05,Auckland Council,Open space structures - renew 2023/2024 - Waitematā.,Renew park structures and fencing across Waitematā local board area open spaces.Sites identified for investigation include for Alberon Reserve (including boardwalks)  Harry Dansey Park  Wairangi Road Reserve  Costley Reserve  Dacre Reserve A  Salisbury Reserve  Herne Bay Beach  Jaggers Bush  Constitution Hill  Tole Reserve  Westmere Park  Seddon Fields  Hakanui Reserve  Dove Myer Robinson  Grey Lynn Park  Western Park  Coxs Bay Esplanade  Brown Reserve  Renall Reserve  Outhwaite Reserve  Albert Park  Takutai Reserve  Ayr Reserve and Herne Bay stairs. Prioritisation to be confirmed upon completion of the investigation and design stage.FY23/24 - investigation and designFY24/25 to FY25/26 - physical worksRisk Adjusted Programme (RAP) project.,,Early planning,Funding source confirmed,Limited,Construct only,Auckland,,,Community facilities,< 1 million,2022-Q4,2022-Q4,,2023-Q4,2024-Q1,2024-Q3,2022-Q4,2024-Q3,,,procurement@aucklandcouncil.govt.nz,,
IP008462,2023-12-05,Auckland Council,Oranga Community Centre - refurbish facility.,Refurbish the facility components. Items of renewal include the accessible front doors and shade sails.FY23/24 - investigation  design  minor physical worksFY25/26 to FY26/27 - physical worksRisk Adjusted Programme (RAP) project.,,In planning,Funding source confirmed,Limited,Construct only,Auckland,,,Community facilities,< 1 million,2018-Q3,2023-Q3,2025-Q1,2025-Q2,2025-Q4,2026-Q2,2023-Q3,2026-Q2,,,procurement@aucklandcouncil.govt.nz,,
IP008464,2023-12-05,Auckland Council,Ōtara Creek Reserve South – renew sections of footpath.,Renewing existing footpaths and installation of new footpathFY22/23 to FY23/24 - investigation and designFY24/25 to FY25/26 - physical worksRisk Adjusted Programme (RAP) project.,,In planning,Funding source confirmed,Limited,Construct only,Auckland,,,Community facilities,< 1 million,2022-Q4,2023-Q2,2024-Q4,2024-Q4,2025-Q1,2025-Q1,2023-Q2,2025-Q1,,,procurement@aucklandcouncil.govt.nz,,
IP008465,2023-12-05,Auckland Council,46 Fair Mall - renew buildings - stage 2.,Renew toilet block  kitchen and refurbish steel structure along the exterior of the building and remediate roof components. Renew staff room. Investigate options for adding a storage room.FY23/24 - investigation  design and physical worksFY24/25 - physical worksRisk Adjusted Programme (RAP) project.,,Early planning,Funding source confirmed,Limited,Construct only,Auckland,,,Community facilities,< 1 million,2023-Q3,2023-Q4,2024-Q2,2024-Q2,2024-Q2,2025-Q2,2023-Q4,2025-Q2,,,procurement@aucklandcouncil.govt.nz,,
IP008467,2023-12-05,Auckland Council,Pahurehure Esplanade (Young's Beach Reserve) - renew car park.,Renew roading and car park at Pahurehure Esplanade (Young's Beach Reserve).FY22/23 - investigation and designFY23/24 - physical works.,,In planning,Funding source confirmed,Limited,Construct only,Auckland,,,Community facilities,< 1 million,2023-Q1,2022-Q4,2024-Q1,,2024-Q1,2024-Q2,2022-Q4,2024-Q2,,,procurement@aucklandcouncil.govt.nz,,
IP008468,2023-12-05,Auckland Council,Papakura Leisure Centre - undertake seismic strengthening and general renewal of the building.,Investigation  Detailed Retrofit Design (DRD)  design and remedial work for seismic strengthening and general renewals to include but not limited to  repair sections of the carpark and renew roof cladding and gutters / internal gutters  install compliant rainwater head and overflow to internal gutters on west and east elevation  paint the interior lining of the storerooms and the exterior cladding of the stairwell on the east elevation and any defects to be remediated  repair decayed timber window joinery and surrounds and fix window glass sheets and the re-securing displaced edge of the window glass pane (apply glazing putty) and repaint  install a handrail designed to provide stability  support  and a continuous graspable surface on both sides of the internal stairs to the gym on the mezzanine floor and install colour contrast nosing on stairs thread in compliance with the Building Code NZBC/D1 and NZ Standards.FY22/23 to FY23/24 – investigation and designFY25/26 to FY26/27 - physical works.,,In planning,Funding source confirmed,Limited,Construct only,Auckland,,,Community facilities,< 1 million,2022-Q3,2022-Q3,2025-Q3,2025-Q4,2025-Q4,2026-Q2,2022-Q3,2026-Q2,,,procurement@aucklandcouncil.govt.nz,,
IP008469,2023-12-05,Auckland Council,Papatoetoe Library - renew facility.,Renew roof  gutters  drainage  replace air-conditioning and paint interior and exterior of the building.FY24/25 - investigation and designFY25/26 - physical worksRisk Adjusted Programme (RAP) project.,,Early planning,Funding source to be confirmed,Limited,Construct only,Auckland,,,Community facilities,< 1 million,2025-Q1,2025-Q1,2025-Q2,2025-Q2,2025-Q2,2025-Q4,2025-Q1,2025-Q4,,,procurement@aucklandcouncil.govt.nz,,
IP008470,2023-12-05,Auckland Council,Papatoetoe Town Hall - undertake seismic strengthening and refurbish building (interior & exterior).,Undertake seismic strengthening and refurbish building exterior and interior (upper and lower rooms at the front of building). Scope of works include roof and flashings  repaint the external walls and ceilings at front and the rear part of the building  repair and repaint all timber window and frames and door and frames in all elevation  repaint the internal walls  ceilings  doors  windows and cupboards (front room)  investigate heating  ventilation  and air conditioning (HVAC) to the ground floor and upper floor rooms front of the Town Hall  ground moisture barrier (polythene sheet) to the enclosed sub-floor area and landing to exterior of the exit door in west elevation.FY22/23 to FY23/24 - investigation and design.,,Early planning,Funding source to be confirmed,Limited,Construct only,Auckland,,,Community facilities,< 1 million,2022-Q3,2022-Q3,2025-Q3,2025-Q4,2025-Q4,2026-Q2,2022-Q3,2026-Q2,,,procurement@aucklandcouncil.govt.nz,,
IP008471,2023-12-05,Auckland Council,Parnell Baths - general renewals - 2023/2024.,General renewals of interior and exterior building assets at Parnell Baths.Works include for replace corroded section steel beam in balance tank  replace rotten timber frame in storage building  replace main building walkway drainage / timber cladding  replacement of cafe building timber joinery  renew lighting to LED  replace end of life HVAC (heating / ventilation) ducts  main outdoor pool (full retile)  renew pool plant equipment as required  replace end of life umbrella shelters  life guard room refurbishment.FY23/24 - investigation and designFY23/24 to FY25/26 - physical worksRisk adjusted programme (RAP) project.,,Early planning,Funding source to be confirmed,Limited,Construct only,Auckland,,,Community facilities,< 1 million,2022-Q4,2022-Q4,2022-Q4,2022-Q4,2022-Q4,2025-Q2,2022-Q4,2025-Q2,,,procurement@aucklandcouncil.govt.nz,,
IP008472,2023-12-05,Auckland Council,Parrs Park - renew artificial sports field surface.,Renew the artificial sports field surface.FY22/23 - investigation and designFY23/24 - physical works.,,In planning,Funding source confirmed,Limited,Construct only,Auckland,,,Community facilities,< 1 million,2022-Q3,2023-Q1,2023-Q2,2023-Q3,2023-Q4,2023-Q4,2023-Q1,2023-Q4,,,procurement@aucklandcouncil.govt.nz,,
IP008476,2023-12-05,Auckland Council,Port Albert Recreation Reserve – refurbish toilet and renew open space assets incl. grandstand.,Renew the open space assets including carpark & toilet block. Reinstate the tennis courts with multi line marking and include a basketball hoop. Remove the old hockey shed which has come to the end of the assets life.Scope the remedial works for the grandstand. FY22/23 - investigation  design and scopingFY23/24 to FY25/26 - deliver physical worksRisk Adjusted Programme (RAP) project.,,In planning,Funding source confirmed,Limited,Construct only,Auckland,,,Community facilities,< 1 million,2022-Q4,2022-Q4,2023-Q2,2023-Q3,2023-Q4,2023-Q4,2022-Q4,2023-Q4,,,procurement@aucklandcouncil.govt.nz,,
IP008477,2023-12-05,Auckland Council,Pt Chevalier Library - BOH Workspace Refresh.,Enhancing Workspace.,,Early planning,Funding source confirmed,Limited,Construct only,Auckland,,,Other not specified,< 1 million,,,,,,,2022-Q3,2024-Q2,,,procurement@aucklandcouncil.govt.nz,,
IP008478,2023-12-05,Auckland Council,Pt Chevalier Library - renew - roof  joinery and supporting structure.,To investigate options to reconfigure the building.Comprehensive renewal of the roof and supporting structure and interior and painting works.FY22/23 to FY26/27 - investigation and design (scoping of options)Risk Adjusted Programme (RAP) project.,,In planning,Funding source confirmed,Limited,Construct only,Auckland,,,Community facilities,< 1 million,2022-Q3,2023-Q3,2024-Q2,2024-Q2,2024-Q2,2024-Q3,2023-Q3,2024-Q3,,,procurement@aucklandcouncil.govt.nz,,
IP008481,2023-12-05,Auckland Council,Pukekohe-Paerata Paths - develop Route 4 - Pukekohe Stadium  Ernies Res  Reynolds Road  Cape Hill.,Consultation  investigation  design and construction of a pathway  within Pukekohe paths plan connecting Pukekohe Stadium  Reynolds Road  Ernies Reserve and Cape Hill Reserve Hickeys Recreational Reserve with Ray Fausett Reserve.FY24/25 - FY25/26 investigation  consultation and designFY26/27 - physical worksRisk Adjusted Programme (RAP) project.,,Early planning,Funding source to be confirmed,Limited,Construct only,Auckland,,,Community facilities,< 1 million,2024-Q2,2024-Q3,2026-Q2,2026-Q3,2026-Q4,2027-Q2,2024-Q3,2027-Q2,,,procurement@aucklandcouncil.govt.nz,,
IP008482,2023-12-05,Auckland Council,Pukekohe-Paerata Paths - develop Route 5 - Hickeys Rec Reserve to Ray Fausett Reserve.,Consultation  investigation  design and construction of a pathway  within Pukekohe paths plan connecting Hickeys Recreational Reserve with Ray Fausett Reserve. (Potential to deliver as a community partnership project).FY24/25 - investigation  consultation and designFY25/26 - physical worksRisk Adjusted Programme (RAP) project.,,Early planning,Funding source to be confirmed,Limited,Construct only,Auckland,,,Community facilities,< 1 million,2024-Q2,2024-Q3,2026-Q2,2026-Q3,2026-Q4,2027-Q2,2024-Q3,2027-Q2,,,procurement@aucklandcouncil.govt.nz,,
IP008485,2023-12-05,Auckland Council,Ranui Domain - upgrade playground  park furniture and footpath connections.,Upgrade playground with a focus on all inclusive play  associated park furniture  making improvements to accessibility from surrounding streets and park footpaths  plant trees for shade  improve footpath connections to the amenity block and across the carpark.Undertake consultation with local residents to determine required outcome.Play Network Gap Analysis reports recommends that the current age focus is maintained and to consider inclusion of spinning  jumping and all abilities experiences to complement the nearby school and Marinich Reserve.FY22/23 to FY23/24 - consultation and concept designFY23/24 to FY24/25 - physical worksRisk Adjusted Programme (RAP) project.,,In planning,Funding source confirmed,Limited,Construct only,Auckland,,,Community facilities,< 1 million,2022-Q3,2023-Q2,2023-Q4,2024-Q1,2024-Q1,2024-Q1,2023-Q2,2024-Q1,,,procurement@aucklandcouncil.govt.nz,,
IP008487,2023-12-05,Auckland Council,Otaawhati - Ray Small Park - upgrade playground.,Upgrade playspace and consider additional experience and / or age improvements to ensure appropriate provision relative to typology (suburb level) and to increase play value as identified in the adopted play network gap analysis. FY25/26 - investigation and designFY26/27 - physical worksRisk Adjusted Programme (RAP) project.,,Early planning,Funding source to be confirmed,Direct,Construct only,Auckland,,,Community facilities,< 1 million,2024-Q2,2024-Q3,2025-Q1,,2025-Q2,2025-Q2,2025-Q3,2027-Q2,,,procurement@aucklandcouncil.govt.nz,,
IP008490,2023-12-05,Auckland Council,Rodney - renew signage.,Renew or remove the signage throughout the Rodney Local Board area  consolidating where possible and removing where not applicable to address the signage inundation and ensuring the information is current. Compliance signage will be addressed in conjunction with the regulatory team.FY22/23 to FY26/27 - investigate  design and deliver physical works.Risk Adjusted Programme (RAP) project.,,In planning,Funding source confirmed,Limited,Construct only,Auckland,,,Community facilities,< 1 million,2022-Q3,2023-Q2,2023-Q3,2023-Q3,2023-Q3,2026-Q1,2023-Q2,2026-Q1,,,procurement@aucklandcouncil.govt.nz,,
IP008493,2023-12-05,Auckland Council,Rogers Park - renew playground.,Renew play provision at the park  including consideration for a high degree of accessibility and shade components. The design will include options for installation of appropriate play items and supporting infrastructure for consideration of funding through the local boards discretionary capital budget.FY19/20 to FY22/23 - concept plan  stakeholder consultation  Iwi engagement  obtain necessary consents FY23/24 to FY24/25 physical works. Risk Adjusted Programme (RAP) project.,,In planning,Funding source confirmed,Limited,Construct only,Auckland,,,Community facilities,< 1 million,2019-Q3,2019-Q3,2024-Q2,,2025-Q3,2025-Q1,2019-Q3,2025-Q1,,,procurement@aucklandcouncil.govt.nz,,
IP008494,2023-12-05,Auckland Council,Te Kori Scott Point - develop sustainable sports park (Stage 1b).,Develop a sustainable sports park to meet the needs of new and future residents. These works include sport field one  four and five  baseball diamond one  sports field lighting  and remaining elements in the master plan. FY22/23 - planningFY23/24 to FY25/26 - physical worksRisk Adjusted Programme (RAP) project.,,In planning,Funding source confirmed,To be determined,To be determined,Auckland,,,Community facilities,5 - 25 million,2023-Q2,2023-Q3,2023-Q3,2023-Q4,2023-Q4,2025-Q2,2023-Q3,2025-Q2,,,procurement@aucklandcouncil.govt.nz,,
IP008497,2023-12-05,Auckland Council,Sister Rene Shadbolt Park - renew sports field 1.,Renew the Tiakina/Sister Rene Shadbolt Park rugby sports field #1FY22/23 - investigation and designFY23/24 - physical works.,,In planning,Funding source confirmed,Limited,Construct only,Auckland,,,Community facilities,< 1 million,2022-Q3,2022-Q3,2023-Q3,,2023-Q4,2024-Q1,2022-Q3,2024-Q1,,,procurement@aucklandcouncil.govt.nz,,
IP008498,2023-12-05,Auckland Council,Sports and cricket fields  lighting and equipment - renew 2024/2025 - Waitematā.,Renewal of open space Sports and cricket fields  lighting and equipment across the local board area.Works include for Grey Lynn Park (renew sports lighting)  Cox's Bay Reserve (renew sports lighting  car park  cricket nets and fitness path equipment).FY24/25 - investigation and designFY24/25 to FY25/26 - physical worksRisk adjusted programme (RAP) - investigation and design.,,Early planning,Funding source confirmed,Limited,Construct only,Auckland,,,Community facilities,< 1 million,2022-Q4,2023-Q2,,2023-Q4,2024-Q1,2024-Q2,2023-Q2,2024-Q2,,,procurement@aucklandcouncil.govt.nz,,
IP008500,2023-12-05,Auckland Council,Stanley Bay Park - renew storage shed/pavilion and pedestrian paths.,Renew the storage shed/pavilion and pedestrian paths. Improve access to the toilet facility in the building. Work is to be completed in phases:- Phase 1: re-instate the services to get the toilets functional- Phase 2: reconfigure the bathroom layout to ensure full accessibility  refurbish the building  renew paths by the tennis club  playground and bus stop.FY22/23 - investigate and design.FY23/24 to FY25/26 - physical works.Risk Adjusted Programme Project (RAP) project.,,In planning,Funding source confirmed,Limited,Construct only,Auckland,,,Community facilities,< 1 million,2022-Q4,2022-Q4,2024-Q2,2024-Q2,2024-Q3,2024-Q3,2022-Q4,2024-Q3,,,procurement@aucklandcouncil.govt.nz,,
IP008503,2023-12-05,Auckland Council,Sunnynook Park - develop and renew skate facilities.,Renew the Sunnynook Park skate park at the preferred location at Sunnynook Square.FY22/23 - investigate and designFY23/24 - consultation and consentingFY24/25 to FY25/26 - physical worksRisk Adjusted Programme (RAP) project.,,In planning,Funding source confirmed,Limited,Construct only,Auckland,,,Community facilities,< 1 million,2019-Q3,2021-Q2,2024-Q1,2024-Q1,2024-Q2,2024-Q3,2021-Q2,2024-Q3,,,procurement@aucklandcouncil.govt.nz,,
IP008509,2023-12-05,Auckland Council,Tamaki Path - Stage two.,Create the continuous connection along the edge of the Tamaki Estuary between Panmure Wharf  Point England Reserve  Wai O Taiki Bay and neighborhoods in and around Fernwood Place.FY23/24 - planning  design  consultation and consentingFY23/24 to FY24/25 - physical worksFunded through the Infrastructure Funding Framework Agreement (IFFA)Risk Adjusted Project (RAP) project.,,Early planning,Funding source to be confirmed,Selective,Construct only,Auckland,,,Community facilities,1 - 5 million,2022-Q4,2023-Q2,2024-Q2,,2024-Q2,2025-Q4,2023-Q2,2025-Q4,,,procurement@aucklandcouncil.govt.nz,,
IP008510,2023-12-05,Auckland Council,Tapapakanga Regional Park - renew foreshore and car park toilet block and associated infrastructure.,Renew the foreshore and car park toilet block and associated infrastructure at Tapapakanga Regional Park.FY22/23 - investigation and design FY23/24 to FY24/25 - physical works Risk Adjusted Programme (RAP) project.,,In planning,Funding source confirmed,Selective,Construct only,Auckland,,,Community facilities,1 - 5 million,2022-Q1,2022-Q4,2024-Q1,2024-Q1,2024-Q2,2025-Q2,2022-Q4,2025-Q2,,,procurement@aucklandcouncil.govt.nz,,
IP008511,2023-12-05,Auckland Council,Tapora - renew open space assets.,Renew the tennis courts and other open space assets as identified.FY22/23 - investigation and designFY23/24 to FY25/26 - physical worksRisk Adjusted Programme (RAP) project.,,In planning,Funding source confirmed,Limited,Construct only,Auckland,,,Community facilities,< 1 million,2022-Q4,2023-Q2,2023-Q3,2023-Q4,2024-Q1,2024-Q4,2023-Q2,2024-Q4,,,procurement@aucklandcouncil.govt.nz,,
IP008513,2023-12-05,Auckland Council,Taurus Crescent Reserve - upgrade playground and park amenities.,Upgrade the playground. The Kaipātiki Play and Sunsmart Provision report recommends improvements with provision of additional collaborative play (eg: spinning / rocking equipment in consultation with community) and painted games such as four square  hopscotch  within the paved area including provision of shade.FY22/23 - investigation and design.FY23/24 to FY24/25 - complete physical works.Risk Adjusted Programme (RAP) project.,,In planning,Funding source confirmed,Limited,Construct only,Auckland,,,Community facilities,< 1 million,2021-Q3,2022-Q2,2024-Q1,2024-Q2,2024-Q3,2024-Q4,2022-Q2,2024-Q4,,,procurement@aucklandcouncil.govt.nz,,
IP008514,2023-12-05,Auckland Council,Te Ara Tāwhana / Moyle Park - upgrade playground.,Upgrade playground and associated furniture.FY24/25 - investigation and designFY25/26 to FY26/27 - physical worksRisk Adjusted Programme (RAP) project.,,Early planning,Funding source to be confirmed,Limited,Construct only,Auckland,,,Community facilities,< 1 million,2023-Q4,2024-Q1,2024-Q4,2025-Q1,2025-Q1,2026-Q2,2024-Q1,2026-Q2,,,procurement@aucklandcouncil.govt.nz,,
IP008515,2023-12-05,Auckland Council,Te Atatū ki te Tonga / Te Atatū South Park - renew southern driveway.,Renew driveway  maximising area for parking.FY22/23 - investigation and designFY23/24 to FY24/25 - physical worksRisk Adjusted Programme (RAP) project.,,In planning,Funding source confirmed,Limited,Construct only,Auckland,,,Community facilities,< 1 million,2022-Q3,2022-Q3,2024-Q1,2024-Q1,2024-Q1,2024-Q2,2022-Q3,2024-Q2,,,procurement@aucklandcouncil.govt.nz,,
IP008517,2023-12-05,Auckland Council,Te Hana Reserve – rebuild playground and renew open space assets.,Develop a concept plan with delivery options for the play assets in Te Hana which recommends relocating the existing playground into Te Hana Reserve in close proximity to the Te Hana Hall and toilets. Reinstate the playground site and install a half pipe skate ramp and furniture  including remarking the basketball court  providing an active recreation area for older kids to enjoy.To complement the new playground in the Te Hana Reserve  furniture  connector paths and a shade sail will be delivered  providing a safe active recreation area for younger kids to enjoy next to the playing field. The physical works stage of this project is subject to local board approving the concept design and recommendations.FY22/23 - investigation and designFY23/24 - consultation and consentingFY24/25 to FY25/26 - deliver physical worksRisk Adjusted Programme (RAP) project.,,Early planning,Funding source confirmed,Limited,Construct only,Auckland,,,Community facilities,< 1 million,2023-Q2,2024-Q1,2024-Q1,2024-Q2,2024-Q2,2024-Q3,2024-Q1,2024-Q3,,,procurement@aucklandcouncil.govt.nz,,
IP008519,2023-12-05,Auckland Council,Te Rangi Hiroa/Birdwood Winery - refurbish winery building.,Undertake seismic strengthening work and refurbish the winery building exterior for water tightness.FY20/21 to FY23/24 - investigation and designFY23/24 to FY24/25 - physical worksRisk Adjusted Programme (RAP) project.,,In planning,Funding source confirmed,Selective,Construct only,Auckland,,,Community facilities,1 - 5 million,2020-Q3,2021-Q1,2024-Q2,2024-Q2,2024-Q3,2025-Q4,2021-Q1,2025-Q4,,,procurement@aucklandcouncil.govt.nz,,
