PrimaryKey,DateUpdated,ProcuringAgencyOrganisation,ProjectName,ProjectShortDescription,ParentProjectID,ProjectStatus,FundingStatus,ProcurementType,ProcurementMethod,ProjectRegion,ProjectCityTown,ProjectSuburb,ProjectSector,EstimatedProjectValueRange,EstimatedQuarterBusinessCaseStart,EstimatedQuarterBusinessCaseCompletion,EstimatedQuarterProcurementStart,EstimatedQuarterProcurementCompletion,EstimatedQuarterConstructionStart,EstimatedQuarterConstructionCompletion,EstimatedQuarterProjectRangeStart,EstimatedQuarterProjectRangeCompletion,ProjectInfoURL,EstimatedProjectValueNote,Contact,Latitude,Longitude
IP010181,5/12/2023,Auckland Council,Pukekawa / Auckland Domain - refurbish water features.,Refurbish water features (6).FY23/24 to FY25/26 - investigation and physical worksRisk Adjusted Programme (RAP) project.,,Early planning,Funding source to be confirmed,Limited,Construct only,Auckland,,,Community facilities,< 1 million,2023-Q4,2023-Q4,2024-Q1,,2024-Q1,2024-Q2,2023-Q4,2024-Q2,,,procurement@aucklandcouncil.govt.nz,,
IP010182,5/12/2023,Auckland Council,Hibiscus and Bays - renew tracks and footpaths 2024/2025+.,Renew footpaths  tracks and stairs as required at various sites.FY23/24 - investigate and designFY24/25 - planning and commence physical worksFY25/26 - complete physical worksRisk Adjusted Programme (RAP) project.,,Early planning,Funding source to be confirmed,Limited,Construct only,Auckland,,,Community facilities,< 1 million,2023-Q3,2024-Q1,,,2026-Q1,2026-Q2,2024-Q1,2026-Q2,,,procurement@aucklandcouncil.govt.nz,,
IP010183,5/12/2023,Auckland Council,Hibiscus and Bays - renew park buildings 2024/2025+.,Renewal of toilet blocks at various location.FY24/25 - investigate and designFY25/26 to FY26/27 - physical worksRisk Adjusted Programme (RAP) project.,,Early planning,Funding source to be confirmed,Selective,Construct only,Auckland,,,Community facilities,1 - 5 million,2024-Q3,2025-Q1,,,2027-Q1,2027-Q2,2025-Q1,2027-Q2,,,procurement@aucklandcouncil.govt.nz,,
IP010184,5/12/2023,Auckland Council,Hibiscus and Bays - renew playground components and drainage 2024/2025+.,Renew playground components and drainage as required at various sites.FY24/25 - investigate and designFY25/26 - planning and commence physical worksFY26/27 - complete physical worksRisk Adjusted Programme (RAP) project.,,Early planning,Funding source to be confirmed,Limited,Construct only,Auckland,,,Community facilities,< 1 million,2024-Q3,2025-Q1,,,2027-Q1,2027-Q2,2025-Q1,2027-Q2,,,procurement@aucklandcouncil.govt.nz,,
IP010185,5/12/2023,Auckland Council,38 Alexis Avenue  Mount Albert  Pipe Renewal.,To renew poor condition critical assets to restore their functionality.,,Early planning,Funding source confirmed,Limited,Construct only,Auckland,,,Water,< 1 million,2023-Q1,2023-Q4,,,,,2023-Q4,2025-Q1,,,procurement@aucklandcouncil.govt.nz,,
IP010186,5/12/2023,Auckland Council,40 Ranui Road  Remuera  Pipe Renewals.,To renew poor condition critical assets to restore their functionality.,,Early planning,Funding source confirmed,Limited,Construct only,Auckland,,,Water,< 1 million,2023-Q1,,,,2024-Q4,2025-Q1,2023-Q1,2025-Q1,,,procurement@aucklandcouncil.govt.nz,,
IP010187,5/12/2023,Auckland Council,41 The Drive  Epsom  Pipe Renewals.,To repair or replace identified critical assets to increase asset life.,,Early planning,Funding source confirmed,Limited,Construct only,Auckland,,,Water,< 1 million,2023-Q1,2023-Q4,,,,,2023-Q4,2025-Q1,,,procurement@aucklandcouncil.govt.nz,,
IP010188,5/12/2023,Auckland Council,158 Railside Avenue  Henderson  Pipe Renewals.,To repair or replace identified critical assets to increase asset life.,,Early planning,Funding source confirmed,Limited,Construct only,Auckland,,,Water,< 1 million,2023-Q1,2023-Q4,,,,,2023-Q4,2025-Q1,,,procurement@aucklandcouncil.govt.nz,,
IP010189,5/12/2023,Auckland Council,10 Blease Street  New Lynn  Pipe Renewals.,To repair a A 225 mm public stormwater pipe that has failed. The pipe has been returned to service; however  a permanent solution is required to remediate the failing asset.,,In planning,Funding source confirmed,Limited,Construct only,Auckland,,,Water,< 1 million,2023-Q1,2023-Q1,2023-Q3,,2023-Q4,2024-Q1,2023-Q1,2024-Q1,,,procurement@aucklandcouncil.govt.nz,,
IP010190,5/12/2023,Auckland Council,Auckland Cemeteries - develop regional berms and walls - stage 5.,Develop cemetery berms  walls and associated infrastructure across the network. FY25/26 - investigation and designFY26/27 - physical works.,,Early planning,Funding source to be confirmed,Direct,Construct only,Auckland,,,Community facilities,< 1 million,,,,,,,2025-Q3,2027-Q2,,,procurement@aucklandcouncil.govt.nz,,
IP010191,5/12/2023,Auckland Council,Auckland Cemeteries - renew security systems.,Renew security systems to a modern standard  at Waikumete Cemetery  Manukau Memorial Gardens and North Shore Memorial Park Include screen support from 135 Albert Street.FY23/24 - investigation and designFY23/24 to FY24/25 - physical worksRisk Adjusted Programme (RAP) project.,,Early planning,Funding source to be confirmed,Limited,Construct only,Auckland,,,Community facilities,< 1 million,2023-Q3,2023-Q3,,,2023-Q4,2024-Q2,2023-Q3,2024-Q2,,,procurement@aucklandcouncil.govt.nz,,
IP010192,5/12/2023,Auckland Council,16 Godley Road  Green Bay  Pipe Renewal.,To repair or replace identified critical assets to increase asset life.,,Early planning,Funding source confirmed,Limited,Construct only,Auckland,,,Water,< 1 million,2023-Q1,2023-Q3,,,2025-Q1,2025-Q2,2023-Q3,2025-Q2,,,procurement@aucklandcouncil.govt.nz,,
IP010193,5/12/2023,Auckland Council,105 & 106 Ruawai Road  Mt Wellington.,To repair or replace identified critical assets to increase asset life.,,Early planning,Funding source confirmed,Limited,Construct only,Auckland,,,Water,< 1 million,2023-Q1,2023-Q4,,,,,2023-Q4,2025-Q2,,,procurement@aucklandcouncil.govt.nz,,
IP010194,5/12/2023,Auckland Council,22 Ramelton Road  Waikowhai  Pipe Renewal.,To repair or replace identified critical assets to increase asset life.,,Early planning,Funding source confirmed,Limited,Construct only,Auckland,,,Water,< 1 million,2023-Q1,,,,2025-Q2,2025-Q2,2023-Q1,2025-Q2,,,procurement@aucklandcouncil.govt.nz,,
IP010195,5/12/2023,Auckland Council,Pukekawa / Auckland Domain - replace Kiosk carpark amenity block.,Replace the four pan toilet block at the Kiosk carpark. FY23/24 to FY24/25 - investigation and designFY24/25 to FY25/26 - physical worksRisk Adjusted Programme (RAP) project.,,Early planning,Funding source to be confirmed,Selective,Construct only,Auckland,,,Community facilities,1 - 5 million,2024-Q2,2024-Q2,,2025-Q2,2025-Q2,2026-Q2,2024-Q2,2026-Q2,,,procurement@aucklandcouncil.govt.nz,,
IP010196,5/12/2023,Auckland Council,Muriwai Regional Park - install gate at Coast Road entrance.,Install a gate at the Coast Road entrance to the park for the safety of users.FY23/24 to FY24/25 - investigation and physical worksRisk Adjusted Programme (RAP) project.,,Early planning,Funding source to be confirmed,Selective,Construct only,Auckland,,,Community facilities,1 - 5 million,2023-Q3,2023-Q4,,2024-Q1,2024-Q1,2025-Q2,2023-Q4,2025-Q2,,,procurement@aucklandcouncil.govt.nz,,
IP010197,5/12/2023,Auckland Council,Pukekawa / Auckland Domain - renew wastewater pipes - stage 2.,Second stage of work to renew wastewater pipes in Auckland Domain.FY25/26 - investigation and designFY26/27 - physical works.,,Early planning,Funding source to be confirmed,Direct,Construct only,Auckland,,,Community facilities,< 1 million,,,,,,,2025-Q3,2027-Q2,,,procurement@aucklandcouncil.govt.nz,,
IP010198,5/12/2023,Auckland Council,Manurewa Aquatic Centre - comprehensive renewal phase 3.,Renewal of critical assets in the facility  as identified in the comprehensive building condition assessment  is required. This includes  but is not limited to  renewal of roof cladding  air conditioning units and balance tank.FY25/26 - investigation and designFY26/27 - physical works.,,Early planning,Funding source to be confirmed,Direct,Construct only,Auckland,,,Community facilities,1 - 5 million,,,,,,,2025-Q3,2027-Q2,,,procurement@aucklandcouncil.govt.nz,,
IP010199,5/12/2023,Auckland Council,32 Niccol Avenue and 34 Seabreeze Road flood mitigation.,To resolve the frequent overland flow path activation and manage and reducing flood risk.,,Early planning,Funding source confirmed,Limited,Construct only,Auckland,,,Water,< 1 million,2023-Q1,,,,2024-Q3,2024-Q4,2023-Q1,2024-Q4,,,procurement@aucklandcouncil.govt.nz,,
IP010200,5/12/2023,Auckland Council,Snells Beach seawall renewal.,Remediation and renewal of a section of failed seawall near Sunburst reserve  Snells Beach.,,In planning,Funding source confirmed,Limited,Construct only,Auckland,,,Other not specified,< 1 million,2023-Q1,2023-Q4,,2023-Q4,,,2023-Q3,2024-Q1,,,procurement@aucklandcouncil.govt.nz,,
IP010201,5/12/2023,Auckland Council,Kaipātiki - remediate storm effected assets.,Identify and remediate assets damaged in storm damage.FY23/24 - investigation and design.FY24/25 to FY25/26 - physical works.Risk Adjusted Programme (RAP) project.,,Early planning,Funding source to be confirmed,Limited,Construct only,Auckland,,,Community facilities,< 1 million,2023-Q3,2024-Q2,,2025-Q1,2025-Q3,2026-Q2,2024-Q2,2026-Q2,,,procurement@aucklandcouncil.govt.nz,,
IP010202,5/12/2023,Auckland Council,Waitakere Ranges Regional Park - install toilet block at North Piha.,Design and install a new toilet block at the North Piha carpark entrance.FY23/24 to FY24/25 - investigation and designFY25/26 - physical works.,,Early planning,Funding source confirmed,Limited,Construct only,Auckland,,,Community facilities,< 1 million,2023-Q3,2023-Q4,2025-Q4,2025-Q4,2026-Q1,2026-Q2,2023-Q4,2026-Q2,,,procurement@aucklandcouncil.govt.nz,,
IP010203,5/12/2023,Auckland Council,Upper Harbour - remediate storm and cyclone affected assets.,Identify and remediate assets damaged in storm and cyclone.FY23/24 - investigation design and physical worksFY24/25 - investigation design and physical worksFY25/26 to FY26/27 - investigation design and physical worksRisk Adjusted Programme (RAP) project.,,Early planning,Funding source to be confirmed,Limited,Construct only,Auckland,,,Community facilities,< 1 million,2023-Q4,2024-Q1,,,,2026-Q1,2024-Q1,2026-Q1,,,procurement@aucklandcouncil.govt.nz,,
IP010204,5/12/2023,Auckland Council,Hibiscus and Bays - remediate storm and cyclone affected assets.,Identify and remediate assets damaged in storm and cyclone.FY23/24 - investigation design and physical worksFY24/25 - investigation design and physical worksFY25/26 - investigation design and physical worksRisk Adjusted Programme (RAP) project.,,Early planning,Funding source confirmed,Limited,Construct only,Auckland,,,Community facilities,< 1 million,2023-Q3,2024-Q1,,2025-Q3,2026-Q1,2026-Q2,2024-Q1,2026-Q2,,,procurement@aucklandcouncil.govt.nz,,
IP010205,5/12/2023,Auckland Council,Cox's Creek Emergency Assessment and Repair.,to restore the tidal flushing and bank stability of the creek as well as address the H&S issue of having wastewater stagnant in a stream.,,Early planning,Funding source confirmed,Limited,Construct only,Auckland,,,Water,1 - 5 million,2023-Q1,2023-Q3,2023-Q4,2024-Q2,2024-Q3,2024-Q3,2023-Q3,2024-Q3,,,procurement@aucklandcouncil.govt.nz,,
IP010206,5/12/2023,Auckland Council,Massey Park - upgrade of lighting system to light emitting diode (LED) technology.,The scope of work entails installing a modern LED lighting system on both the eastern and western towers of the track and new electrical infrastructure to support the upgraded lighting system  in order to improve energy efficiency  reduce operating costs  and enhance the quality of illumination for park visitors. Note: staff are currently exploring sustainability funding.FY25/26 - investigation and design FY26/27 - physical works.,,Early planning,Funding source to be confirmed,Direct,Construct only,Auckland,,,Community facilities,< 1 million,,,,,,,2025-Q3,2027-Q2,,,procurement@aucklandcouncil.govt.nz,,
IP010207,5/12/2023,Auckland Council,Waitākere Ranges - remediate storm damaged assets.,Remediate assets which have been affected by storm and cyclone damage. FY23/24 to FY25/26 - investigation and physical worksRisk Adjusted Programme (RAP) project.,,Early planning,Funding source confirmed,Limited,Construct only,Auckland,,,Community facilities,< 1 million,,,2025-Q4,2025-Q4,2026-Q1,2026-Q2,2025-Q4,2026-Q2,,,procurement@aucklandcouncil.govt.nz,,
IP010208,5/12/2023,Auckland Council,Colin Maiden Park - develop sports infrastructure - stage 2.,This development project is the stage 2 works for the sports infrastructure provision gaps identified in Orakei. This is a continuation of the stage 1 scope of works which includes:- Sand top dressing on fields 3  4 & 5- Upgrade fields 6  7  8 and 9FY25/26 - Investigation and design  progress consents requiredFY26/27 to FY28/29 - deliver physical works.,,Early planning,Funding source to be confirmed,Direct,Construct only,Auckland,,,Community facilities,1 - 5 million,,,,,,,2025-Q3,2029-Q2,,,procurement@aucklandcouncil.govt.nz,,
IP010209,5/12/2023,Auckland Council,Harbourview-Orangihina - upgrade park amenities.,Upgrade park amenities at the Gloria Road entrance / southern carpark area. Include design and installation of a new toilet block  footpath connections  shelters and park furniture.FY23/24 to FY24/25 - investigation and designFY24/25 to FY25/26 - physical worksRisk Adjusted Programme (RAP) project.,,Early planning,Funding source confirmed,Limited,Construct only,Auckland,,,Community facilities,< 1 million,2023-Q3,2023-Q4,2025-Q4,2025-Q4,2026-Q1,2026-Q2,2023-Q4,2026-Q2,,,procurement@aucklandcouncil.govt.nz,,
IP010210,5/12/2023,Auckland Council,Henderson-Massey - remediate storm damaged assets.,Remediate damage to assets that have been affected by storm and cyclone damage. FY23/24 to FY25/26 - investigation and physical worksRisk Adjusted Programme (RAP) project.,,Early planning,Funding source to be confirmed,Selective,Construct only,Auckland,,,Community facilities,1 - 5 million,2023-Q3,2023-Q4,2025-Q4,2025-Q4,2026-Q1,2026-Q2,2023-Q4,2026-Q2,,,procurement@aucklandcouncil.govt.nz,,
IP010211,5/12/2023,Auckland Council,West Wave Aquatic Centre - renew Leisure Pool Hall filtration systems.,Renew the Leisure Pool Hall filtration systems.FY23/24 to FY24/25 - investigation and designFY24/25 to FY25/26 - physical works.,,Early planning,Funding source to be confirmed,Selective,Construct only,Auckland,,,Community facilities,1 - 5 million,2023-Q3,2023-Q4,,2024-Q2,2024-Q3,2026-Q2,2023-Q4,2026-Q2,,,procurement@aucklandcouncil.govt.nz,,
IP010212,5/12/2023,Auckland Council,West Wave Aquatic Centre - renew Earth Bonding System.,Renew the Earth Bonding System  PFC and Cable Tray.FY23/24 to FY25/26 - investigation and physical works.,,Early planning,Funding source confirmed,Limited,Construct only,Auckland,,,Community facilities,< 1 million,2023-Q3,2023-Q4,,2024-Q2,2024-Q2,2026-Q2,2023-Q4,2026-Q2,,,procurement@aucklandcouncil.govt.nz,,
IP010213,5/12/2023,Auckland Council,Te Pātaka Kōrero o Te Kōpua / Waitākere Central Library - renew Building Management System Controls.,Renew the Building Management System and the process cooler.FY23/24 - investigation and physical works.,,Early planning,Funding source confirmed,Limited,Construct only,Auckland,,,Community facilities,< 1 million,2023-Q3,2023-Q4,,2024-Q1,2024-Q1,2024-Q2,2023-Q4,2024-Q2,,,procurement@aucklandcouncil.govt.nz,,
IP010214,5/12/2023,Auckland Council,Manurewa Netball Complex - comprehensive building renewal.,The proposed scope of work to include the renewal of the curved section of roofline over the main stadium  refurbishment of the court flooring on the main court including line marking  removal of asbestos from outer columns  execution of structural works  installation of electrical works in the old squash court  repair of acoustic panelling  painting of the exterior of the building  as well as the introduction of a new waterproof membrane to the exterior block work of the old squash court. In addition  plaster work is to be carried out around the old squash court. Collectively  these measures are aimed at improving the structural integrity and aesthetic appeal of the stadium  while ensuring compliance with regulatory and safety standards.FY24/25 - investigation and design FY25/26 - physical works.,,Early planning,Funding source to be confirmed,Direct,Construct only,Auckland,,,Community facilities,1 - 5 million,,,,,,,2024-Q3,2026-Q2,,,procurement@aucklandcouncil.govt.nz,,
IP010215,5/12/2023,Auckland Council,Waitemata - remediate 2023 storm and cyclone damaged assets.,To scope and remediate assets which have been affected by the 2023 storm and cyclone damage. FY23/24 - investigation and physical worksFY24/25 - investigation and physical worksFY25/26 - investigation and physical worksRisk Adjusted Programme (RAP) project.,,Early planning,Funding source to be confirmed,Limited,Construct only,Auckland,,,Community facilities,< 1 million,2023-Q3,2023-Q3,,2023-Q4,2024-Q1,2024-Q2,2023-Q3,2024-Q2,,,procurement@aucklandcouncil.govt.nz,,
IP010216,5/12/2023,Auckland Council,Ōrākei - remediate 2023 storm and cyclone damaged assets.,To scope and remediate assets which have been affected by the 2023 storm and cyclone damage. FY23/24 - investigation and physical worksFY24/25 - investigation and physical worksFY25/26 - investigation and physical worksRisk Adjusted Programme (RAP) project.,,Early planning,Funding source to be confirmed,Limited,Construct only,Auckland,,,Community facilities,< 1 million,2023-Q3,2023-Q3,,2023-Q4,2024-Q1,2024-Q2,2023-Q3,2024-Q2,,,procurement@aucklandcouncil.govt.nz,,
IP010217,5/12/2023,Auckland Council,Hunters Corner Community Office refresh.,Full renewal of building interior and exterior including roof.FY25/26 - investigation and designFY26/27 - physical worksRisk Adjusted Programme (RAP) project.,,Early planning,Funding source to be confirmed,Limited,Construct only,Auckland,,,Community facilities,< 1 million,,,,,,,2025-Q3,2027-Q2,,,procurement@aucklandcouncil.govt.nz,,
IP010218,5/12/2023,Auckland Council,Kohuora Park - renew depot.,Investigate options and renew old depot at Kohuora park so that it can be used as a venue for hireFY24/25 - investigation and designFY25/26 – physical worksRisk Adjusted Programme (RAP) project.,,Early planning,Funding source to be confirmed,Limited,Construct only,Auckland,,,Community facilities,< 1 million,2025-Q1,2025-Q1,2025-Q2,2025-Q2,2025-Q2,2025-Q4,2025-Q1,2025-Q4,,,procurement@aucklandcouncil.govt.nz,,
IP010219,5/12/2023,Auckland Council,Ōtara Creek Reserve South - bridge renewal.,Investigate options and renew Otara Creek South bridge as per the condition assessmentFY25/26 - investigation  design and commence physical worksFY26/27 - complete physical worksRisk Adjusted Programme (RAP) project.,,Early planning,Funding source to be confirmed,Limited,Construct only,Auckland,,,Community facilities,< 1 million,,,,,,,2025-Q3,2027-Q2,,,procurement@aucklandcouncil.govt.nz,,
IP010220,5/12/2023,Auckland Council,Puhinui Reserve - investigate old barn.,Investigate options to renew the barn into a usable spaceFY24/25 - investigation and concept design FY25/26 - physical worksRisk Adjusted Programme (RAP) project.,,Early planning,Funding source to be confirmed,Limited,Construct only,Auckland,,,Community facilities,< 1 million,2025-Q1,2025-Q1,2025-Q2,2025-Q2,2025-Q3,2025-Q4,2025-Q1,2025-Q4,,,procurement@aucklandcouncil.govt.nz,,
IP010221,5/12/2023,Auckland Council,Ōtara-Papatoetoe - renew storm damage assets.,Renew minor assets with flooding issues and those that were damaged during the early 2023 storm eventsFY25/26 - investigation  design and physical worksRisk Adjusted Programme (RAP) project.,,Early planning,Funding source to be confirmed,Limited,Construct only,Auckland,,,Community facilities,< 1 million,,,,,,,2025-Q3,2026-Q2,,,procurement@aucklandcouncil.govt.nz,,
IP010222,5/12/2023,Auckland Council,Māngere Wardens Centre - full refurbishment.,Full refurbishment of the interior and exterior of the building as according to the conditions assessment. FY23/24 - investigation and design FY24/25 - physical worksRisk Adjusted Programme (RAP) project.,,Early planning,Funding source to be confirmed,Limited,Construct only,Auckland,,,Community facilities,< 1 million,2024-Q1,2024-Q1,2024-Q2,2024-Q2,2024-Q2,2024-Q3,2024-Q1,2024-Q3,,,procurement@aucklandcouncil.govt.nz,,
IP010223,5/12/2023,Auckland Council,Olympic Pools - general renewals - 2025/2026.,General renewals of interior building assets at the Olympic Pools building. Works include for the renewal of sofit  windows  change rooms ducting  bridge and tiles  change rooms/toilets and pool plant. These works are part of an ongoing scheduled renewals programme.FY25/26 - investigation and designFY25/26 to FY26/27 - physical works.,,Early planning,Funding source to be confirmed,Direct,Construct only,Auckland,,,Community facilities,< 1 million,,,,,,,2025-Q3,2027-Q2,,,procurement@aucklandcouncil.govt.nz,,
IP010224,5/12/2023,Auckland Council,Open space toilets - renew - 2023/2024 - Ōrākei.,Renewal of open space toilet amenities across the Ōrākei Local Board area. Scope of works includes for the renewal of public amenities at the following heritage sites: Kohimarama toilets and St Heliers toilets.FY22/23 to FY23/24 - specialist reports  detailed design  obtain any necessary consentsFY24/25 to FY25/26 - physical worksRisk Adjusted Programme (RAP) project.,,Early planning,Funding source to be confirmed,Selective,Construct only,Auckland,,,Community facilities,1 - 5 million,2024-Q1,2024-Q3,2025-Q3,2025-Q3,2025-Q3,2026-Q3,2024-Q3,2026-Q3,,,procurement@aucklandcouncil.govt.nz,,
IP010225,5/12/2023,Auckland Council,Tahuna Torea - renew tracks and pathways - stage two.,Renew tracks and pathways at Tahuna Torea  in alignment with the concept plan. Stage two works include for renewal of the lookout access and carpark.FY21/22 to FY22/23 - investigation  design (obtain necessary consents)FY23/24 - physical works (stage one)FY24/25 to FY25/26 - physical works (stage two)Risk Adjusted Programme (RAP) project.,,Early planning,Funding source to be confirmed,Limited,Construct only,Auckland,,,Community facilities,< 1 million,2024-Q1,2024-Q3,2025-Q3,2025-Q3,2025-Q3,2026-Q3,2024-Q3,2026-Q3,,,procurement@aucklandcouncil.govt.nz,,
IP010226,5/12/2023,Auckland Council,Lagoon Pool & Leisure Centre - renewals 2024/2025 to 2026/2027.,Renewal of the main air handling unit  plant room and roof ductwork. FY23/24 - investigation and design.FY24/25 to FY26/27 - physical works.Risk Adjusted Programme (RAP) project.,,In planning,Funding source confirmed,Limited,Construct only,Auckland,,,Community facilities,< 1 million,2023-Q3,2023-Q3,2023-Q3,,2024-Q1,2027-Q2,2023-Q3,2027-Q2,,,procurement@aucklandcouncil.govt.nz,,
IP010227,5/12/2023,Auckland Council,Regional Parks - remediate storm damaged assets.,Remediate assets which have been affected by storm and cyclone damage. FY23/24 - investigation and physical worksFY24/25 - investigation and physical worksFY25/26 - investigation and physical worksRisk Adjusted Programme (RAP) project.,,Early planning,Funding source to be confirmed,Selective,Construct only,Auckland,,,Community facilities,1 - 5 million,2023-Q3,2023-Q4,2025-Q4,2025-Q4,2026-Q1,2026-Q2,2023-Q4,2026-Q2,,,procurement@aucklandcouncil.govt.nz,,
IP010228,5/12/2023,Auckland Council,Green Road - develop pathway connections.,Develop the pathway connections in accordance to the approved Green Road masterplan. This connection is being funded by the Rodney Local Board Transport Targeted Rate.FY23/24 - detailed design  consenting and deliver physical works.,,Early planning,Funding source to be confirmed,Limited,Construct only,Auckland,,,Community facilities,< 1 million,,,2024-Q3,,2024-Q3,2025-Q2,2024-Q3,2025-Q2,,,procurement@aucklandcouncil.govt.nz,,
IP010229,5/12/2023,Auckland Council,Blockhouse Bay Community Centre - interior renewal.,Interior renewal of Blockhouse Bay Community Centre. Works include internal painting  replacement of carpets  floors and blinds/drapes  all lights to LED as well as repair all windows and doors. Further works under investigation. FY23/24 - investigation and designFY24/25 - physical worksRisk Adjusted Programme (RAP) project.,,Early planning,Funding source confirmed,Limited,Construct only,Auckland,,,Community facilities,< 1 million,2023-Q3,2023-Q4,2024-Q2,2024-Q3,2024-Q3,2025-Q1,2023-Q4,2025-Q1,,,procurement@aucklandcouncil.govt.nz,,
IP010230,5/12/2023,Auckland Council,Te Muri Regional Park Stream Enhancement.,1. Mitigate severe stream bank erosion2. The improvement of in-stream and riparian habitat3. Improvement of stream water quality4. Enhancement of local biodiversity.,,In planning,Funding source confirmed,Limited,Construct only,Auckland,,,Water,< 1 million,,2023-Q2,2023-Q4,2023-Q4,2023-Q4,2024-Q1,2023-Q2,2024-Q1,,,procurement@aucklandcouncil.govt.nz,,
IP010231,5/12/2023,Auckland Council,Puketaha Road outlet renewal.,To replace an outlet that was damaged by landslips in the January / Feberuary storm events.,,Early planning,Funding source confirmed,Limited,Construct only,Auckland,,,Water,< 1 million,2023-Q2,2023-Q4,2024-Q1,2024-Q3,2024-Q3,2024-Q4,2023-Q4,2024-Q4,,,procurement@aucklandcouncil.govt.nz,,
IP010232,5/12/2023,Auckland Council,Queen Street Accessway - replace bridge and walkway.,This project will deliver the remediation works required to reinstate the Queen Street accessway down to the Warkworth River walkway  including the bridge structure  which is currently closed to mitigate any health and safety risks. This work has been identified after storm damage assessments were undertaken.FY23/24 - investigation and designFY24/25 to FY26/27 - physical worksRisk Adjusted Programme (RAP) project.,,In planning,Funding source confirmed,Limited,Construct only,Auckland,,,Community facilities,< 1 million,,,2024-Q2,,2024-Q3,2024-Q4,2024-Q2,2024-Q4,,,procurement@aucklandcouncil.govt.nz,,
IP010233,5/12/2023,Auckland Council,Orewa North End Seawall Renewal.,Consent and repair the existing seawalls of Northern End of Orewa beach between Kohu street and Arundel Reserve.,,Early planning,Funding source to be confirmed,Limited,Construct only,Auckland,,,Other not specified,< 1 million,2023-Q3,2023-Q3,,2024-Q3,,,2023-Q2,2025-Q4,,,procurement@aucklandcouncil.govt.nz,,
IP010234,5/12/2023,Auckland Council,Manurewa - renew sports asset components - 2025/2026.,Renew the sports asset components that have been identified as being in poor condition and requiring replacement. The scope of the renewal work encompasses various components such as sports and amenity (i.e. carpark) Manurewa War Memorial Park LED lighting infrastructure upgrade (including poles) on fields 2 and 3  Randwick Park drainage and LED lighting infrastructure upgrade on fields 1 and 2  Mountfort Park (field located at Sykes Road) lighting upgrade  with further sites to be determined during the investigation and design phase.FY24/25 - investigation and design FY25/26 - physical worksRisk Adjusted Programme (RAP) project.,,Early planning,Funding source to be confirmed,Limited,Construct only,Auckland,,,Community facilities,< 1 million,2024-Q3,2024-Q4,,2025-Q2,2025-Q2,2025-Q3,2024-Q4,2025-Q3,,,procurement@aucklandcouncil.govt.nz,,
IP010235,5/12/2023,Auckland Council,Pt Chevalier Stormwater Separation - stage 3.,1. Contribute to the reduction of wet weather overflows to Meola Creek from EOP 349 in Walmer Road.2. To reduce the risk of the combined network surcharging into private properties for 10yr ARI rainfall events  by providing a separated stormwater network.3. In the long term reduce volume of stormwater conveyed to the CI.,,Early planning,Funding source confirmed,Limited,To be determined,Auckland,,,Water,25 - 50 million,2022-Q3,2023-Q3,2024-Q4,2025-Q2,2025-Q3,2029-Q2,2023-Q3,2029-Q2,,,procurement@aucklandcouncil.govt.nz,,
IP010236,5/12/2023,Auckland Council,Myers Park Kindergarten - refurbishment.,Refurbishment of the kindergarten building in Myers Park. Scope of works includes for heating and ventilation system replacement  roof and window renewals. FY23/24 - investigation and designFY23/24 to FY25/26 - physical worksRisk Adjusted Programme (RAP) project.,,Early planning,Funding source to be confirmed,Selective,Construct only,Auckland,,,Community facilities,1 - 5 million,2024-Q1,2024-Q3,2025-Q3,2025-Q3,2025-Q3,2026-Q3,2024-Q3,2026-Q3,,,procurement@aucklandcouncil.govt.nz,,
IP010237,5/12/2023,Auckland Council,Prince Edward Park - renewal of softball diamond field two.,Renewal of softball field two. The scope of work includes the renewal of the outfield (leveled and sown with Kikuyu grass)  infield (with hoggin)  ball stop fencing  and spectator fencing. New drainage and irrigation are also part of the scope of work  however  this will be funded as a separate project (ID 28571) via a level of service increase. Excluded from the scope of work is sports field lighting  an artificial surface for the infield  and warm up cages  which were lower priorities for the softball club. FY23/24 - investigation and designFY24/25 - physical worksRisk-Adjusted Programme (RAP) Project.,,Early planning,Funding source to be confirmed,Limited,Construct only,Auckland,,,Community facilities,< 1 million,2023-Q4,2024-Q2,2024-Q4,,2025-Q1,2025-Q2,2024-Q2,2025-Q2,,,procurement@aucklandcouncil.govt.nz,,
IP010238,5/12/2023,Auckland Council,Waterview Catchment Separation Package 2.1.,The objectives of the wider Waterview Separation project are to create separate wastewater and stormwater networks which will support growth  mitigate flooding  and improve the environment and water quality of Oakley Creek and the Waterview inlet. Gross pollutant traps will also be installed to capture solid waste and reduce the amount of waste entering the Waterview Inlet.,,Early planning,Funding source confirmed,Limited,To be determined,Auckland,,,Water,25 - 50 million,,2023-Q3,2025-Q2,2026-Q2,2026-Q3,2029-Q2,2023-Q3,2029-Q2,,,procurement@aucklandcouncil.govt.nz,,
