"PrimaryKey","InformationSubmissionQuarter","ProjectName","ProjectStatus","FundingStatus","ProcurementType","ProjectRegion","ProjectCityTown","CommissionAssignedInfrastructureSector","EstimatedProjectValueRange","EstimatedQuarterBusinessCaseStart","EstimatedQuarterBusinessCaseCompletion","EstimatedQuarterConstructionStart","EstimatedQuarterConstructionCompletion","EstimatedQuarterProjectRangeStart","EstimatedQuarterProjectRangeCompletion","complete","completedonorbefore","total_delay","planned_duration","actual_duration","delay_ratio","budget_min","budget_max","funding_status_indicator","project_status_indicator","completed_on_time","ProjectRegionCode","GDP_Start","CPI_Start","GDP_End","CPI_End","GDP_Delta_Percent","CPI_Delta_Percent"
"IP011205","2024-Q1","516076003 - Waihaorunga - Drink Water Intake/Plant Compliance Upgrade","In planning","Funding source to be confirmed","To be determined","Canterbury","Waimate","Water","1 - 5 million",NA,NA,NA,NA,2025-07-01,2026-04-01,0,NA,NA,274,274,NA,1,5,0,1,NA,3,71.39126,2.23914,73.10828,2.067911,2.4050843198453,-7.64708772117866
"IP011206","2024-Q1","516076005 - Waihaorunga - New Board and Telemetry","In planning","Funding source to be confirmed","To be determined","Canterbury","Waimate","Transport","< 1 million",NA,NA,NA,NA,2026-07-01,2027-04-01,0,NA,NA,274,274,NA,1,1,0,1,NA,3,73.65541,2.048457,75.21558,2.014421,2.11820150074516,-1.66154329819957
"IP011207","2024-Q1","516076006 - Waihaorunga - Chlorine and turbidity analyser","In planning","Funding source to be confirmed","To be determined","Canterbury","Waimate","Water","< 1 million",NA,NA,NA,NA,2026-07-01,2027-04-01,0,NA,NA,274,274,NA,1,1,0,1,NA,3,73.65541,2.048457,75.21558,2.014421,2.11820150074516,-1.66154329819957
"IP011208","2024-Q1","516076007 - Waihaorunga - Source / WTP generator","In planning","Funding source to be confirmed","To be determined","Canterbury","Waimate","Water","< 1 million",NA,NA,NA,NA,2025-07-01,2026-04-01,0,NA,NA,274,274,NA,1,1,0,1,NA,3,71.39126,2.23914,73.10828,2.067911,2.4050843198453,-7.64708772117866
"IP011209","2024-Q1","516076008 - Waihaorunga - Melford reservoir telemetry","In planning","Funding source to be confirmed","To be determined","Canterbury","Waimate","Water","< 1 million",NA,NA,NA,NA,2025-07-01,2026-04-01,0,NA,NA,274,274,NA,1,1,0,1,NA,3,71.39126,2.23914,73.10828,2.067911,2.4050843198453,-7.64708772117866
"IP011210","2024-Q1","517076001 - Waikakahi - Renewals","In planning","Funding source to be confirmed","To be determined","Canterbury","Waimate","Transport","1 - 5 million",NA,NA,NA,NA,2024-07-01,2034-04-01,0,NA,NA,3561,3561,NA,1,5,0,1,NA,3,69.52124,3.42672,77.72758,1.99759,11.8040759917401,-41.7054792921511
"IP011211","2024-Q1","517076003 - Waikakahi - Drinking Water Intake/Plant Compliance Upgrade","In planning","Funding source to be confirmed","To be determined","Canterbury","Waimate","Water","1 - 5 million",NA,NA,NA,NA,2025-07-01,2026-04-01,0,NA,NA,274,274,NA,1,5,0,1,NA,3,71.39126,2.23914,73.10828,2.067911,2.4050843198453,-7.64708772117866
"IP011212","2024-Q1","517076015 - Waikakahi - Telemetry - Waikakahi Reservoir","In planning","Funding source to be confirmed","To be determined","Canterbury","Waimate","Water","< 1 million",NA,NA,NA,NA,2027-07-01,2028-04-01,0,NA,NA,275,275,NA,1,1,0,1,NA,3,75.72233,2.008215,77.22976,1.996746,1.99073377694532,-0.571104189541456
"IP011213","2024-Q1","517076016 - Waikakahi - Pump renewals","In planning","Funding source to be confirmed","To be determined","Canterbury","Waimate","Water","< 1 million",NA,NA,NA,NA,2025-07-01,2027-04-01,0,NA,NA,639,639,NA,1,1,0,1,NA,3,71.39126,2.23914,75.21558,2.014421,5.35684620218217,-10.0359513027323
"IP011214","2024-Q1","517076017 - Waikakahi - Flow meter renewals","In planning","Funding source to be confirmed","To be determined","Canterbury","Waimate","Water","< 1 million",NA,NA,NA,NA,2025-07-01,2026-04-01,0,NA,NA,274,274,NA,1,1,0,1,NA,3,71.39126,2.23914,73.10828,2.067911,2.4050843198453,-7.64708772117866
"IP011215","2024-Q1","517076019 - Waikakahi - Source / WTP generator","In planning","Funding source to be confirmed","To be determined","Canterbury","Waimate","Water","< 1 million",NA,NA,NA,NA,2025-07-01,2026-04-01,0,NA,NA,274,274,NA,1,1,0,1,NA,3,71.39126,2.23914,73.10828,2.067911,2.4050843198453,-7.64708772117866
"IP011216","2024-Q1","517076020 - Waikakahi - pH Online analysers","In planning","Funding source to be confirmed","To be determined","Canterbury","Waimate","Water","< 1 million",NA,NA,NA,NA,2024-07-01,2025-04-01,0,NA,NA,274,274,NA,1,1,0,1,NA,3,69.52124,3.42672,70.79394,2.389024,1.83066354972955,-30.2824858757062
"IP011217","2024-Q1","521076001 - Water Supply Schemes - Capital","In planning","Funding source to be confirmed","To be determined","Canterbury","Waimate","Water","1 - 5 million",NA,NA,NA,NA,2024-07-01,2034-04-01,0,NA,NA,3561,3561,NA,1,5,0,1,NA,3,69.52124,3.42672,77.72758,1.99759,11.8040759917401,-41.7054792921511
"IP011218","2024-Q1","531076001 - Urban Water - Rising Main Renewals","In planning","Funding source to be confirmed","To be determined","Canterbury","Waimate","Water","5 - 25 million",NA,NA,NA,NA,2024-07-01,2034-04-01,0,NA,NA,3561,3561,NA,5,25,0,1,NA,3,69.52124,3.42672,77.72758,1.99759,11.8040759917401,-41.7054792921511
"IP011219","2024-Q1","531076003 - Urban Water - AC Water Main Renewals","In planning","Funding source to be confirmed","To be determined","Canterbury","Waimate","Water","< 1 million",NA,NA,NA,NA,2024-07-01,2034-04-01,0,NA,NA,3561,3561,NA,1,1,0,1,NA,3,69.52124,3.42672,77.72758,1.99759,11.8040759917401,-41.7054792921511
"IP011220","2024-Q1","531076008 - Urban Water - Timaru Road pump renewals","In planning","Funding source to be confirmed","To be determined","Canterbury","Waimate","Water","< 1 million",NA,NA,NA,NA,2024-07-01,2025-04-01,0,NA,NA,274,274,NA,1,1,0,1,NA,3,69.52124,3.42672,70.79394,2.389024,1.83066354972955,-30.2824858757062
"IP011221","2024-Q1","531076021 - Urban Water - Waimate Reservoir Cover Replacement","In planning","Funding source to be confirmed","To be determined","Canterbury","Waimate","Water","< 1 million",NA,NA,NA,NA,2024-07-01,2025-04-01,0,NA,NA,274,274,NA,1,1,0,1,NA,3,69.52124,3.42672,70.79394,2.389024,1.83066354972955,-30.2824858757062
"IP011222","2024-Q1","531076025 - Urban Water - Extension Bakers/Court/Hunts/Fitzmaurice Roads","In planning","Funding source to be confirmed","To be determined","Canterbury","Waimate","Transport","< 1 million",NA,NA,NA,NA,2024-07-01,2025-04-01,0,NA,NA,274,274,NA,1,1,0,1,NA,3,69.52124,3.42672,70.79394,2.389024,1.83066354972955,-30.2824858757062
"IP011223","2024-Q1","531076026 - Urban Water - Booster Manchesters Standby Pump 2","In planning","Funding source to be confirmed","To be determined","Canterbury","Waimate","Water","1 - 5 million",NA,NA,NA,NA,2027-07-01,2028-04-01,0,NA,NA,275,275,NA,1,5,0,1,NA,3,75.72233,2.008215,77.22976,1.996746,1.99073377694532,-0.571104189541456
"IP011224","2024-Q1","531076028 - Urban Water - Te Kiteroa Main, Booster and Reservoir","In planning","Funding source to be confirmed","To be determined","Canterbury","Waimate","Water","1 - 5 million",NA,NA,NA,NA,2024-07-01,2026-04-01,0,NA,NA,639,639,NA,1,5,0,1,NA,3,69.52124,3.42672,73.10828,2.067911,5.15963179022697,-39.6533419713312
"IP011225","2024-Q1","531076031 - Urban Water - Manchester's treatment plant generator","In planning","Funding source to be confirmed","To be determined","Canterbury","Waimate","Water","< 1 million",NA,NA,NA,NA,2024-07-01,2025-04-01,0,NA,NA,274,274,NA,1,1,0,1,NA,3,69.52124,3.42672,70.79394,2.389024,1.83066354972955,-30.2824858757062
"IP011226","2024-Q1","531078002 - Urban Water - Software and code upgrades","In planning","Funding source to be confirmed","To be determined","Canterbury","Waimate","Water","< 1 million",NA,NA,NA,NA,2025-07-01,2026-04-01,0,NA,NA,274,274,NA,1,1,0,1,NA,3,71.39126,2.23914,73.10828,2.067911,2.4050843198453,-7.64708772117866
"IP011227","2024-Q1","552074501 - Sewer - Waimate Urban Renewals","In planning","Funding source to be confirmed","To be determined","Canterbury","Waimate","Water","5 - 25 million",NA,NA,NA,NA,2024-07-01,2034-04-01,0,NA,NA,3561,3561,NA,5,25,0,1,NA,3,69.52124,3.42672,77.72758,1.99759,11.8040759917401,-41.7054792921511
"IP011228","2024-Q1","552074518 - Sewer - WWTP Out flow Meter Renewal","In planning","Funding source to be confirmed","To be determined","Canterbury","Waimate","Water","< 1 million",NA,NA,NA,NA,2026-07-01,2027-04-01,0,NA,NA,274,274,NA,1,1,0,1,NA,3,73.65541,2.048457,75.21558,2.014421,2.11820150074516,-1.66154329819957
"IP011229","2024-Q1","552074525 - Sewer - Milford Pump Renewal","In planning","Funding source to be confirmed","To be determined","Canterbury","Waimate","Water","< 1 million",NA,NA,NA,NA,2029-07-01,2034-04-01,0,NA,NA,1735,1735,NA,1,1,0,1,NA,3,77.72758,1.99759,77.72758,1.99759,0,0
"IP011230","2024-Q1","552074526 - Sewer - WWTP Electical/control Renewal","In planning","Funding source to be confirmed","To be determined","Canterbury","Waimate","Water","< 1 million",NA,NA,NA,NA,2025-07-01,2034-04-01,0,NA,NA,3196,3196,NA,1,1,0,1,NA,3,71.39126,2.23914,77.72758,1.99759,8.87548419792563,-10.7876238198594
"IP011231","2024-Q1","552074527 - Sewer - WWTP various equipment","In planning","Funding source to be confirmed","To be determined","Canterbury","Waimate","Water","< 1 million",NA,NA,NA,NA,2025-07-01,2034-04-01,0,NA,NA,3196,3196,NA,1,1,0,1,NA,3,71.39126,2.23914,77.72758,1.99759,8.87548419792563,-10.7876238198594
"IP011232","2024-Q1","552074529 - Sewer - Septic Waste Receival Unit","In planning","Funding source to be confirmed","To be determined","Canterbury","Waimate","Waste","< 1 million",NA,NA,NA,NA,2026-07-01,2027-04-01,0,NA,NA,274,274,NA,1,1,0,1,NA,3,73.65541,2.048457,75.21558,2.014421,2.11820150074516,-1.66154329819957
"IP011233","2024-Q1","552074534 - Sewer - Edinburgh, Victoria & Nelson Streets infill","In planning","Funding source to be confirmed","To be determined","Canterbury","Waimate","Transport","< 1 million",NA,NA,NA,NA,2027-07-01,2028-04-01,0,NA,NA,275,275,NA,1,1,0,1,NA,3,75.72233,2.008215,77.22976,1.996746,1.99073377694532,-0.571104189541456
"IP011234","2024-Q1","552074535 - Sewer - Allan Street extension","In planning","Funding source to be confirmed","To be determined","Canterbury","Waimate","Transport","< 1 million",NA,NA,NA,NA,2029-07-01,2030-04-01,0,NA,NA,274,274,NA,1,1,0,1,NA,3,77.72758,1.99759,77.72758,1.99759,0,0
"IP011235","2024-Q1","552074536 - Sewer - Manchester Street extension","In planning","Funding source to be confirmed","To be determined","Canterbury","Waimate","Transport","< 1 million",NA,NA,NA,NA,2031-07-01,2032-04-01,0,NA,NA,275,275,NA,1,1,0,1,NA,3,77.72758,1.99759,77.72758,1.99759,0,0
"IP011236","2024-Q1","552074537 - Sewer - Hunts Road extension","In planning","Funding source to be confirmed","To be determined","Canterbury","Waimate","Transport","< 1 million",NA,NA,NA,NA,2023-07-01,2034-04-01,0,NA,NA,3927,3927,NA,1,1,0,1,NA,3,69.609,6.029285,77.72758,1.99759,11.6631182749357,-66.8685424556975
"IP011237","2024-Q1","553075001 - Stormwater - Various renewals","In planning","Funding source to be confirmed","To be determined","Canterbury","Waimate","Water","< 1 million",NA,NA,NA,NA,2024-07-01,2027-04-01,0,NA,NA,1004,1004,NA,1,1,0,1,NA,3,69.52124,3.42672,75.21558,2.014421,8.19079176378327,-41.2143098940094
"IP011238","2024-Q1","553075009 - Stormwater - Manhole replacements","In planning","Funding source to be confirmed","To be determined","Canterbury","Waimate","Water","< 1 million",NA,NA,NA,NA,2024-07-01,2034-04-01,0,NA,NA,3561,3561,NA,1,1,0,1,NA,3,69.52124,3.42672,77.72758,1.99759,11.8040759917401,-41.7054792921511
"IP002775","2024-Q3","Waimea Community Dam","Under construction","Fully funded","Direct","Tasman","Richmond","Water","100 - 250 million",2018-01-01,2022-01-01,2018-01-01,2024-04-01,2018-01-01,2024-10-01,1,1,-183,2465,2282,-0.0801928133216477,100,250,0,0,0,15,61.43,1.594399,69.83852,2.715554,13.6879700472082,70.3183456587717
"IP008685","2024-Q3","Picquet Hill Plan Change","In planning","Funding source confirmed","Open","Waikato","Te Awamutu","Transport","1 - 5 million",NA,NA,2025-01-01,NA,2024-01-01,2025-07-01,0,NA,NA,547,547,NA,1,5,1,1,NA,16,69.307,4.655029,71.39126,2.23914,3.00728642128501,-51.8984736722371
"IP008688","2024-Q3","Cambridge Growth C2/C3 Roads & Green Belt Connection","Under construction","Fully funded","Open","Waikato","Cambridge","Transport","5 - 25 million",NA,NA,2023-07-01,2024-10-01,2022-07-01,2024-10-01,1,1,0,823,823,0,5,25,0,0,1,16,68.588,7.301294,69.83852,2.715554,1.82323438502363,-62.807222938838
"IP008689","2024-Q3","Cambridge Growth Cells Stormwater Development Provision C2 & C3","Under construction","Fully funded","Open","Waikato","Cambridge","Water","5 - 25 million",NA,NA,2023-07-01,2024-07-01,2023-07-01,2024-07-01,1,1,0,366,366,0,5,25,0,0,1,16,69.609,6.029285,69.52124,3.42672,-0.126075651137049,-43.1654002091459
"IP008690","2024-Q3","WW Pipe Upgrades Cambridge Rd to Christie Ave","Under construction","Fully funded","Open","Waikato","Te Awamutu","Water","1 - 5 million",NA,NA,2024-01-01,NA,2023-10-01,2025-04-01,0,NA,NA,548,548,NA,1,5,0,0,NA,16,69.371,5.649241,70.79394,2.389024,2.05120295224231,-57.7107083942781
"IP008691","2024-Q3","Te Awamutu Internal CBD Rising Main (fire and water Level of Service upgrades)","Under construction","Fully funded","Open","Waikato","Te Awamutu","Water","1 - 5 million",NA,NA,2024-04-01,2025-01-01,2023-10-01,2025-01-01,1,1,0,458,458,0,1,5,0,0,1,16,69.371,5.649241,70.23492,2.514151,1.24536189473989,-55.4957736800395
"IP008693","2024-Q3","Cambridge Growth Cell C8 Water Reticulation","Early planning","Funding source confirmed","Open","Waikato","Cambridge","Water","1 - 5 million",NA,NA,NA,NA,2022-10-01,2027-04-01,0,NA,NA,1643,1643,NA,1,5,1,0,NA,16,69.816,7.233273,75.21558,2.014421,7.73401512547267,-72.1506294591674
"IP008694","2024-Q3","Cycleway Te Awamutu/Ngā Roto/Pirongia Connection Section 1, Stage 1","On hold","Fully funded","Open","Waikato","Te Awamutu","Transport","5 - 25 million",NA,NA,NA,NA,2024-07-01,2025-10-01,0,NA,NA,457,457,NA,5,25,0,0,NA,16,69.52124,3.42672,71.97811,2.149748,3.53398472179149,-37.2651398421814
"IP008695","2024-Q3","Dog Pound Development","Early planning","Funding source confirmed","Open","Waikato","Cambridge","Community","1 - 5 million",NA,NA,NA,NA,2026-07-01,2028-04-01,0,NA,NA,640,640,NA,1,5,1,0,NA,16,73.65541,2.048457,77.22976,1.996746,4.85280035777412,-2.52438786852739
"IP008697","2024-Q3","Cambridge Wastewater Treatment Plant Main Construction Contract","Under construction","Funding source confirmed","Open","Waikato","Cambridge","Water","50 - 100 million",NA,NA,2023-10-01,2026-10-01,2022-10-01,2026-10-01,1,1,0,1461,1461,0,50,100,1,0,1,16,69.816,7.233273,74.1876,2.0319,6.26160192506016,-71.9089822822946
"IP009590","2024-Q3","Leamington water pipe upgrades","Under construction","Funding source confirmed","Open","Waikato","Cambridge","Water","1 - 5 million",NA,NA,NA,2024-04-01,2023-07-01,2025-07-01,1,1,-456,731,275,-1.65818181818182,1,5,1,0,0,16,69.609,6.029285,71.39126,2.23914,2.56038730623915,-62.8622631041657
"IP009591","2024-Q3","Leamington Stormwater Improvements","On hold","Funding source confirmed","Open","Waikato","Cambridge","Water","1 - 5 million",NA,NA,NA,2025-01-01,2023-10-01,2025-01-01,1,1,0,458,458,0,1,5,1,0,1,16,69.371,5.649241,70.23492,2.514151,1.24536189473989,-55.4957736800395
"IP009593","2024-Q3","Alpha Water Treatement Plant Upgrade","On hold","Funding source confirmed","Open","Waikato","Cambridge","Water","5 - 25 million",NA,NA,NA,NA,2025-07-01,2027-04-01,0,NA,NA,639,639,NA,5,25,1,0,NA,16,71.39126,2.23914,75.21558,2.014421,5.35684620218217,-10.0359513027323
"IP009594","2024-Q3","Kihikihi pathways project","Under construction","Funding source confirmed","Selective","Waikato","Kihikihi","Transport","5 - 25 million",NA,NA,2023-07-01,2024-10-01,2022-10-01,2024-10-01,1,1,0,731,731,0,5,25,1,0,1,16,69.816,7.233273,69.83852,2.715554,0.0322562163400941,-62.4574656590454
"IP009595","2024-Q3","Cambridge pathways project","Under construction","Funding source confirmed","Selective","Waikato","Cambridge","Transport","5 - 25 million",NA,NA,2023-07-01,2025-01-01,2022-10-01,2024-07-01,1,0,184,639,823,0.223572296476306,5,25,1,0,0,16,69.816,7.233273,69.52124,3.42672,-0.422195485275577,-52.6255956328484
"IP010362","2024-Q3","Wells Place Reservoir Replacment  Reservoir renewals","In procurement","Funding source to be confirmed","Selective","Waikato","Cambridge","Water","1 - 5 million",NA,NA,NA,2025-01-01,2024-01-01,2025-01-01,1,1,0,366,366,0,1,5,0,0,1,16,69.307,4.655029,70.23492,2.514151,1.33885466114534,-45.9906479637399
"IP010363","2024-Q3","Water Pipe Renewals","In procurement","Funding source to be confirmed","Open","Waikato","District Wide","Water","1 - 5 million",NA,NA,2024-07-01,NA,2024-01-01,2025-04-01,0,NA,NA,456,456,NA,1,5,0,0,NA,16,69.307,4.655029,70.79394,2.389024,2.14543985456015,-48.6786441072655
"IP010364","2024-Q3","Wastewater pipe renewal","In procurement","Funding source to be confirmed","Open","Waikato","District Wide","Water","< 1 million",NA,NA,2024-07-01,NA,2024-04-01,2026-04-01,0,NA,NA,730,730,NA,1,1,0,0,NA,16,69.40367,4.013946,73.10828,2.067911,5.33777248378938,-48.4818430541916
"IP010699","2024-Q3","Te Tahi Intake Upgrade","In planning","Funding source to be confirmed","Limited","Waikato","Pirongia","Water","< 1 million",NA,NA,2024-10-01,NA,2024-01-01,2025-04-01,0,NA,NA,456,456,NA,1,1,0,1,NA,16,69.307,4.655029,70.79394,2.389024,2.14543985456015,-48.6786441072655
"IP011355","2024-Q3","Hautapu Transport Development","In planning","Fully funded","Open","Waikato","Cambridge","Transport","5 - 25 million",NA,NA,2025-07-01,2026-04-01,2023-01-01,2026-04-01,1,1,0,1186,1186,0,5,25,0,1,1,16,69.505,7.219251,73.10828,2.067911,5.18420257535429,-71.3556018484466
"IP000392","2023-Q4","Biogas and Co-generation Expansion - Mangere","Early planning","Funding source to be confirmed","Limited","Auckland",NA,"Energy","100 - 250 million",2024-07-01,2025-04-01,2027-01-01,2030-07-01,2024-07-01,2030-07-01,1,1,0,2191,2191,0,100,250,0,0,1,1,69.52124,3.42672,77.72758,1.99759,11.8040759917401,-41.7054792921511
"IP000396","2023-Q4","Central Interceptor Programme - Western Springs to Mangere","Under construction","Fully funded","Selective","Auckland",NA,"Water","500 million - 1 billion",NA,NA,2019-01-01,2026-04-01,2019-01-01,2026-04-01,1,1,0,2647,2647,0,500,1,0,0,1,1,63.672,1.888668,73.10828,2.067911,14.8201407211961,9.49044511793497
"IP000397","2023-Q4","Centrate Treatment at Wastewater Treatment Plant - Mangere","Early planning","Funding source to be confirmed","Limited","Auckland",NA,"Water","5 - 25 million",2027-04-01,2028-01-01,2029-07-01,2031-04-01,2027-04-01,2031-04-01,1,1,0,1461,1461,0,5,25,0,0,1,1,75.21558,2.014421,77.72758,1.99759,3.33973360306468,-0.835525443787572
"IP000399","2023-Q4","Constitution Hill Pump Station and Rising Main Upgrade - Auckland CBD","Early planning","Funding source to be confirmed","Limited","Auckland",NA,"Water","1 - 5 million",2024-07-01,2024-10-01,2025-10-01,2026-10-01,2024-07-01,2026-10-01,1,1,0,822,822,0,1,5,0,0,1,1,69.52124,3.42672,74.1876,2.0319,6.71213574441422,-40.7042302843536
"IP000400","2023-Q4","Construction of New Gravity Tunnel - Whenuapai and Redhills","In procurement","Funding source confirmed","Limited","Auckland",NA,"Water","25 - 50 million",2018-04-01,2018-10-01,2024-04-01,2026-01-01,2018-04-01,2026-01-01,1,1,0,2832,2832,0,25,50,1,0,1,1,61.946,1.1,72.54655,2.100296,17.1125657831014,90.936
"IP000403","2023-Q4","Construction of Pipe Tunnel - Newmarket","In planning","Funding source to be confirmed","Limited","Auckland",NA,"Water","100 - 250 million",2023-07-01,2026-01-01,2027-07-01,2031-04-01,2023-07-01,2031-04-01,1,1,0,2831,2831,0,100,250,0,1,1,1,69.609,6.029285,77.72758,1.99759,11.6631182749357,-66.8685424556975
"IP000404","2023-Q4","Construction of Reservoir Storage - Woodlands Park Reservoir","Early planning","Funding source to be confirmed","Limited","Auckland",NA,"Water","100 - 250 million",2026-01-01,2026-07-01,2028-10-01,2031-04-01,2026-01-01,2031-04-01,1,1,0,1916,1916,0,100,250,0,0,1,1,72.54655,2.100296,77.72758,1.99759,7.14166283579303,-4.89007263738064
"IP000405","2023-Q4","Construction of Watermain - Waiwera","In procurement","Funding source to be confirmed","Limited","Auckland",NA,"Water","5 - 25 million",2020-07-01,2022-07-01,2025-01-01,2026-10-01,2020-07-01,2026-10-01,1,1,0,2283,2283,0,5,25,0,0,1,1,58.01,1.453488,74.1876,2.0319,27.8876055852439,39.7947557874575
"IP000411","2023-Q4","Gravity Pipeline Construction From Jutland Pump Station","Under construction","Funding source confirmed","Limited","Auckland",NA,"Water","5 - 25 million",NA,NA,2025-10-01,2026-04-01,2021-07-01,2026-04-01,1,1,0,1735,1735,0,5,25,1,0,1,1,68.294,3.342884,73.10828,2.067911,7.04934547690866,-38.1399115254971
"IP000412","2023-Q4","Hingaia Watermain Enhancement – Southern Auckland","In planning","Funding source to be confirmed","Limited","Auckland",NA,"Water","5 - 25 million",2023-07-01,2024-10-01,2025-10-01,2027-04-01,2023-07-01,2027-04-01,1,1,0,1370,1370,0,5,25,0,1,1,1,69.609,6.029285,75.21558,2.014421,8.05438951859674,-66.5893882939685
"IP000413","2023-Q4","Huia 1 and Nihotupu 1 Watermain Replacement","Under construction","Fully funded","Selective","Auckland",NA,"Water","50 - 100 million",2016-10-01,2017-04-01,2019-04-01,2024-07-01,2016-10-01,2024-07-01,1,1,0,2830,2830,0,50,100,0,0,1,1,59.027,0.415282,69.52124,3.42672,17.7787114371389,725.154954946278
"IP000414","2023-Q4","Hunua 1 Transmission Watermain Replacement","In procurement","Funding source confirmed","Limited","Auckland",NA,"Water","50 - 100 million",2022-07-01,2022-10-01,2024-01-01,2025-10-01,2022-07-01,2025-10-01,1,1,0,1188,1188,0,50,100,1,0,1,1,68.588,7.301294,71.97811,2.149748,4.94271592698432,-70.5566164025171
"IP000415","2023-Q4","Hunua 2 Watermain Relocation to Ti Rakau Bridge","In procurement","Funding source to be confirmed","Limited","Auckland",NA,"Water","1 - 5 million",2022-10-01,2023-01-01,2023-10-01,2024-10-01,2022-10-01,2024-10-01,1,1,0,731,731,0,1,5,0,0,1,1,69.816,7.233273,69.83852,2.715554,0.0322562163400941,-62.4574656590454
"IP000416","2023-Q4","Installation of New Conveyance Sewer - Warkworth to Snells","Under construction","Fully funded","Selective","Auckland",NA,"Water","100 - 250 million",NA,NA,2021-07-01,2025-04-01,2021-07-01,2025-04-01,1,1,0,1370,1370,0,100,250,0,0,1,1,68.294,3.342884,70.79394,2.389024,3.66055583213754,-28.5340442563966
"IP000420","2023-Q4","Local Pump Station and Network Upgrades - Mission Bay","Early planning","Funding source to be confirmed","Limited","Auckland",NA,"Water","5 - 25 million",2029-04-01,2030-01-01,2031-07-01,2033-04-01,2029-04-01,2033-04-01,1,1,0,1461,1461,0,5,25,0,0,1,1,77.72758,1.99759,77.72758,1.99759,0,0
"IP000424","2023-Q4","Network Upgrade to Address Capacity Constraints - St Heliers","Early planning","Funding source to be confirmed","Limited","Auckland",NA,"Water","5 - 25 million",2027-04-01,2028-01-01,2029-07-01,2031-04-01,2027-04-01,2031-04-01,1,1,0,1461,1461,0,5,25,0,0,1,1,75.21558,2.014421,77.72758,1.99759,3.33973360306468,-0.835525443787572
"IP000425","2023-Q4","New Fifty Megalitre Reservoir Expansion - Redoubt Road Reservoir Complex","Under construction","Fully funded","Limited","Auckland",NA,"Water","50 - 100 million",2017-10-01,2018-01-01,2021-10-01,2024-04-01,2017-10-01,2024-04-01,1,1,0,2374,2374,0,50,100,0,0,1,1,60.838,1.902399,69.40367,4.013946,14.0794733554686,110.993908217992
"IP000426","2023-Q4","New Gravity Sewer for Increased Capacity - Torbay","Early planning","Funding source to be confirmed","Limited","Auckland",NA,"Water","25 - 50 million",2027-07-01,2028-04-01,2029-10-01,2040-04-01,2027-07-01,2040-04-01,1,1,0,4658,4658,0,25,50,0,0,1,1,75.72233,2.008215,77.72758,1.99759,2.64816204150084,-0.529076816974272
"IP000427","2023-Q4","New Khyber Pass Reservoir","Early planning","Funding source to be confirmed","Limited","Auckland",NA,"Water","5 - 25 million",2027-07-01,2028-01-01,2030-04-01,2032-10-01,2027-07-01,2032-10-01,1,1,0,1919,1919,0,5,25,0,0,1,1,75.72233,2.008215,77.72758,1.99759,2.64816204150084,-0.529076816974272
"IP000428","2023-Q4","New Micro-Tunnelled Pipeline for Wastewater Diversion - Queen Street","In planning","Funding source confirmed","Limited","Auckland",NA,"Water","1 - 5 million",2023-01-01,2023-10-01,2024-01-01,2026-10-01,2022-01-01,2026-10-01,1,1,0,1734,1734,0,1,5,1,1,1,1,67.989,5.949008,74.1876,2.0319,9.11706305431761,-65.8447257088913
"IP000429","2023-Q4","New North Harbour Number Two Watermain","In procurement","Funding source to be confirmed","Limited","Auckland",NA,"Water","250 - 500 million",2022-04-01,2023-07-01,2025-04-01,2029-01-01,2022-04-01,2029-01-01,1,1,0,2467,2467,0,250,500,0,0,1,1,67.898,6.928839,77.72758,1.99759,14.4769801761466,-71.1699174998871
"IP000430","2023-Q4","New Pipeline for Sunnybrae Branch Diversion - Hillcrest","Early planning","Funding source to be confirmed","Limited","Auckland",NA,"Water","5 - 25 million",2028-04-01,2029-01-01,2030-07-01,2032-04-01,2028-04-01,2032-04-01,1,1,0,1461,1461,0,5,25,0,0,1,1,77.22976,1.996746,77.72758,1.99759,0.644596072809244,0.0422687712908936
"IP000433","2023-Q4","New Pump Station and Trunk Sewer Upgrade - Pukekohe","Under construction","Funding source confirmed","Limited","Auckland",NA,"Water","25 - 50 million",NA,NA,2023-04-01,2025-04-01,2021-07-01,2025-04-01,1,1,0,1370,1370,0,25,50,1,0,1,1,68.294,3.342884,70.79394,2.389024,3.66055583213754,-28.5340442563966
"IP000434","2023-Q4","New Sludge Conditioning Process Construction - Mangere","In planning","Funding source to be confirmed","Limited","Auckland",NA,"Water","250 - 500 million",2023-07-01,2025-10-01,2027-04-01,2031-01-01,2023-07-01,2031-01-01,1,1,0,2741,2741,0,250,500,0,1,1,1,69.609,6.029285,77.72758,1.99759,11.6631182749357,-66.8685424556975
"IP000435","2023-Q4","New Water Infrastructure to Service Tamaki - Kāinga Ora Development","Under construction","Funding source to be confirmed","Limited","Auckland",NA,"Water","5 - 25 million",NA,NA,2022-07-01,2040-04-01,2022-07-01,2040-04-01,1,1,0,6484,6484,0,5,25,0,0,1,1,68.588,7.301294,77.72758,1.99759,13.3253338776463,-72.6406031588373
"IP000437","2023-Q4","New Watermain Connecting Woodlands Park Reservoirs to Greenhithe Bridge","In procurement","Funding source to be confirmed","Limited","Auckland",NA,"Water","250 - 500 million",2022-04-01,2023-07-01,2025-04-01,2029-01-01,2022-04-01,2029-01-01,1,1,0,2467,2467,0,250,500,0,0,1,1,67.898,6.928839,77.72758,1.99759,14.4769801761466,-71.1699174998871
